iter	Logloss
584	0.1076711953
585	0.1075271662
586	0.107347965
587	0.1071151503
588	0.1069655761
589	0.1067972272
590	0.1066480432
591	0.1065295701
592	0.1064119223
593	0.1061822472
594	0.1059902062
595	0.1058242309
596	0.1056310282
597	0.1054571564
598	0.1052766142
599	0.1050642476
600	0.1049145964
601	0.1047891532
602	0.1046393832
603	0.1044504646
604	0.1042978058
605	0.1041654624
606	0.1040621597
607	0.1039137415
608	0.1037718527
609	0.1035568831
610	0.1033403471
611	0.1032089793
612	0.102993184
613	0.102854508
614	0.102700143
615	0.1024925358
616	0.1023290814
617	0.1022235682
618	0.1020884175
619	0.1019934844
620	0.1018323238
621	0.1017260482
622	0.1015260973
623	0.1013827756
624	0.1012792453
625	0.1011282755
626	0.1010116292
627	0.1008746744
628	0.1007570281
629	0.1005921546
630	0.1003825481
631	0.1002194717
632	0.100015175
633	0.09989065799
634	0.09976820169
635	0.09961724676
636	0.0993828007
637	0.09925364011
638	0.09909845582
639	0.09897918824
640	0.09887318909
641	0.09867652392
642	0.09855073247
643	0.09840467023
644	0.09826197929
645	0.09809799929
646	0.09796219809
647	0.09779014113
648	0.09763827408
649	0.09754430078
650	0.09739218636
651	0.09728989865
652	0.09714550452
653	0.09704933046
654	0.09692229364
655	0.0967696498
656	0.09660639688
657	0.09643030293
658	0.0962348416
659	0.09612477101
660	0.09595763025
661	0.09584047681
662	0.09568797919
663	0.09558333299
664	0.09539329629
665	0.09525421098
666	0.09514210089
667	0.09494234538
668	0.0948272373
669	0.09472419687
670	0.09461581888
671	0.09450001298
672	0.09436628183
673	0.09426944164
674	0.09411624224
675	0.09392570619
676	0.09379977541
677	0.09366110552
678	0.09350706517
679	0.09336792012
680	0.09325933399
681	0.09311616599
682	0.09303122622
683	0.09279953228
684	0.09263297296
685	0.09250760211
686	0.09237923839
687	0.09220399947
688	0.09209683408
689	0.09200129351
690	0.0918800171
691	0.09178245215
692	0.09171614979
693	0.09157849139
694	0.09141003837
695	0.09126420484
696	0.09108805778
697	0.09092318801
698	0.090805552
699	0.09070383412
700	0.09055848253
701	0.09044167545
702	0.09035497993
703	0.09024195797
704	0.09010696188
705	0.09001514094
706	0.08985455607
707	0.08972759792
708	0.08961559288
709	0.08950866692
710	0.08941010378
711	0.08926669374
712	0.08910658041
713	0.08900684619
714	0.08891804629
715	0.08878134233
716	0.08862704053
717	0.08852300904
718	0.08840066664
719	0.08826358425
720	0.08813487748
721	0.08790170218
722	0.08778035796
723	0.08766965913
724	0.08758478899
725	0.0874739426
726	0.08735947529
727	0.08723634515
728	0.08713694521
729	0.08702873543
730	0.08690841976
731	0.0867378686
732	0.08654345534
733	0.08642024658
734	0.08628192221
735	0.08614876792
736	0.0859974093
737	0.08589070745
738	0.08578448395
739	0.08566296749
740	0.08553403915
741	0.08546531665
742	0.08536098339
743	0.08522490147
744	0.08512597402
745	0.0850241554
746	0.08485438369
747	0.08466944208
748	0.08455819845
749	0.08444767998
750	0.0843870952
751	0.08424139483
752	0.08411100612
753	0.08396201822
754	0.08383912877
755	0.08372651436
